Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_838.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,77,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,unroll_5,unroll_2,1,18,0.909903185887,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,80,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,1,18,0.909903185887,False
workload_848.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,81,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_2,1,18,0.909903185887,False
workload_590.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,78,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_2,1,18,0.909903185887,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10,1022.64156,67,41,0,2,6,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,1,12.25,0.980854720845,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,1022.64156,67,41,0,2,6,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_32,unroll_4,unroll_4,pipeline_1,unroll_2,1,12.25,0.980854720845,False
workload_948.cpp,xczu7ev-ffvc1156-2-e,10,681.67578,66,41,0,2,7,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,1,12.5,0.996365755871,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10,681.67578,69,41,0,2,7,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,12.5,0.996365755871,False
workload_882.cpp,xczu7ev-ffvc1156-2-e,10,1022.63388,64,41,0,2,7,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,1,12.5,0.980197698841,False
workload_603.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,69,41,0,2,7,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,12.5,1,True
workload_593.cpp,xczu7ev-ffvc1156-2-e,10,1018.95516,247,41,0,29,54,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,1,31,0.707840000368,False
workload_861.cpp,xczu7ev-ffvc1156-2-e,10,1021.39803,97,41,0,4,10,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_2,1,13.75,0.963750579778,False
workload_928.cpp,xczu7ev-ffvc1156-2-e,10,680.3625,84,41,0,4,11,cyclic_2_1,block_4_1,block_32_1,pipeline_1,pipeline_1,unroll_4,unroll_64,unroll_64,unroll_16,unroll_2,pipeline_1,unroll_2,1,14,0.967105876723,False
workload_943.cpp,xczu7ev-ffvc1156-2-e,10,112.96969,81,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,18,0.909903188256,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10,112.97029,80,41,7,9,15,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_2,1,18,0.90990319128,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10,170.3402,77,41,7,9,14,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,pipeline_1,pipeline_1,unroll_8,1,17.75,0.916715275782,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,527.00615,123,46,6,6,19,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,19.25,0.885919702542,False
workload_374.cpp,xczu7ev-ffvc1156-2-e,10,527.00614,121.5,46,6,6,19,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,2,19.25,0.885919702724,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,10,790.64459,68,46,6,5,13,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_32,unroll_16,unroll_4,pipeline_1,unroll_2,1,17.5,0.907111053087,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10,527.00873,77,46,6,5,14,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,1,17.75,0.90997860356,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,10,527.00873,77,46,6,5,14,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_2,pipeline_1,unroll_2,1,17.75,0.90997860356,False
workload_699.cpp,xczu7ev-ffvc1156-2-e,10,525.69801,91,46,6,8,18,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,19.5,0.880056416151,False
workload_738.cpp,xczu7ev-ffvc1156-2-e,10,525.69801,94,46,6,8,19,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_2,1,19.75,0.873929115366,False
workload_909.cpp,xczu7ev-ffvc1156-2-e,10,525.04285,119,46,6,14,29,cyclic_2_1,block_4_1,block_32_1,unroll_5,pipeline_1,unroll_8,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,23.75,0.829116778193,False
workload_520.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,70,41,0,2,7,cyclic_2_1,block_4_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_8,1,12.5,1,True
workload_906.cpp,xczu7ev-ffvc1156-2-e,10,3904.7337,67,41,0,1,6,cyclic_2_1,block_4_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_4,unroll_5,unroll_2,1,12,0.873913572926,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,527.00614,125,46,6,6,19,cyclic_2_1,block_4_1,block_64_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,1,19.25,0.885919702724,False
workload_37.cpp,xczu7ev-ffvc1156-2-e,10,170.2591,83,41,7,10,18,cyclic_2_1,block_4_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,unroll_16,unroll_5,unroll_2,1,19,0.896433745059,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10,170.2591,92,41,7,10,18,cyclic_2_1,block_4_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_16,unroll_16,unroll_5,unroll_34,1,19,0.896433745059,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10,811.03285,169,41,13,10,32,cyclic_2_1,block_4_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_16,pipeline_1,unroll_2,1,24,0.81911694043,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,805.39935,168,41,13,10,32,cyclic_2_1,block_4_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll_16,pipeline_1,unroll_2,1,24,0.819262052941,False
workload_784.cpp,xczu7ev-ffvc1156-2-e,10,112.9449,76,41,7,9,14,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,1,17.75,0.91675486841,False
workload_850.cpp,xczu7ev-ffvc1156-2-e,10,112.9449,79,41,7,9,14,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline_1,1,17.75,0.91675486841,False
workload_759.cpp,xczu7ev-ffvc1156-2-e,10,170.33013,74,41,7,8,13,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_16,unroll_4,pipeline_1,unroll_8,1,17.25,0.92580120321,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10,112.94234,75,41,7,9,14,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_16,pipeline_1,unroll_8,1,17.75,0.916754854883,False
workload_561.cpp,xczu7ev-ffvc1156-2-e,10,597.78456,117,42,1,4,14,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_2,1,15.25,0.956523806017,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,10,597.7897,70,42,1,3,8,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,1,13.5,0.981457753424,False
workload_671.cpp,xczu7ev-ffvc1156-2-e,10,513.89894,130,51,13,9,23,cyclic_2_1,block_4_1,cyclic_2_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_2,1,24,0.826609457324,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10,771.76888,76,62,13,8,17,cyclic_2_1,block_4_1,cyclic_4_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_2,1,25,0.802784953001,False
workload_619.cpp,xczu7ev-ffvc1156-2-e,10,5858.01784,57,41,0,1,5,cyclic_2_1,block_4_1,cyclic_4_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,unroll_4,unroll_5,unroll_2,1,11.75,0.852986418157,False
workload_126.cpp,xczu7ev-ffvc1156-2-e,10,858.38281,111,41,13,16,28,cyclic_2_1,block_4_1,cyclic_64_1,unroll_5,unroll_2,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,24.5,0.810339782432,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10,890.58788,199,41,13,20,45,cyclic_2_1,block_4_1,cyclic_64_1,unroll_5,unroll_2,unroll_4,unroll_32,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1,29.75,0.736730043326,False
workload_930.cpp,xczu7ev-ffvc1156-2-e,10,112.91928,119,41,7,9,20,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_2,1,19.25,0.889581326009,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10,884.76084,70,41,4,5,12,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,2,15.5,0.944107272281,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,884.76084,71,41,4,5,12,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,1,15.5,0.944107272281,False
workload_777.cpp,xczu7ev-ffvc1156-2-e,10,559.77368,135,41,4,9,25,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,1,19.75,0.873466384096,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,882.71284,87,41,4,8,18,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1,17.75,0.90064095051,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10,882.71284,86,41,4,8,18,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll_2,1,17.75,0.90064095051,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10,882.71284,83,41,4,8,18,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,1,17.75,0.90064095051,False
workload_832.cpp,xczu7ev-ffvc1156-2-e,10,559.77882,88,41,4,8,19,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,1,18,0.904382097936,False
workload_856.cpp,xczu7ev-ffvc1156-2-e,10,559.77882,96,41,4,8,19,cyclic_2_1,block_4_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,18,0.904382097936,False
workload_869.cpp,xczu7ev-ffvc1156-2-e,10,512.59337,103,41,13,13,25,cyclic_2_1,block_4_1,cyclic_8_1,unroll_5,pipeline_1,unroll_4,unroll_32,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_8,1,23,0.83787051655,False
workload_908.cpp,xczu7ev-ffvc1156-2-e,10,527.01701,90,66,6,5,16,cyclic_2_1,block_64_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_4,pipeline_1,pipeline_1,unroll_8,1,23.25,0.832303490189,False
workload_830.cpp,xczu7ev-ffvc1156-2-e,10,1599.18025,94,40,0,1,16,cyclic_2_1,block_64_1,block_128_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_16,pipeline_1,unroll_5,pipeline_1,1,14.25,0.931810589039,False
workload_754.cpp,xczu7ev-ffvc1156-2-e,10,770.98333,180,60,13,10,38,cyclic_2_1,block_64_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_32,unroll_8,unroll_4,pipeline_1,unroll_8,1,30.25,0.727750464339,False
workload_917.cpp,xczu7ev-ffvc1156-2-e,10,597.7897,96,61,1,3,14,cyclic_2_1,block_64_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_34,1,19.75,0.872910262774,False
workload_858.cpp,xczu7ev-ffvc1156-2-e,10,112.94537,110,41,7,9,23,cyclic_2_1,block_64_1,cyclic_2_1,unroll_5,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_16,pipeline_1,unroll_5,unroll_2,1,20,0.876119692049,False
workload_875.cpp,xczu7ev-ffvc1156-2-e,10,5911.44925,100,40,0,2,18,cyclic_2_1,block_64_1,cyclic_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_16,unroll_5,unroll_2,1,15,0.804431882046,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,679.21304,487,43,0,30,63,cyclic_2_1,block_8_1,block_32_1,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1,34,0.697484318928,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,1019.21679,255,43,0,29,55,cyclic_2_1,block_8_1,block_32_1,pipeline_1,pipeline_1,unroll_32,unroll_32,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,31.75,0.705977866184,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10,112.97029,81,41,7,9,16,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1,18.25,0.909962490266,False
workload_525.cpp,xczu7ev-ffvc1156-2-e,10,527.00634,125,48,6,6,21,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,unroll_2,pipeline_1,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,20.25,0.872190516766,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,527.00893,77,48,6,5,14,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,18.25,0.903100176775,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10,821.59241,306,48,6,51,87,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,unroll_32,unroll_64,unroll_2,unroll_4,unroll_4,pipeline_1,unroll_8,1,48,0.521279037648,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,10,524.55173,319,48,6,51,88,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_2,1,48.25,0.52318913865,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,10,524.55173,320,48,6,51,88,cyclic_2_1,block_8_1,block_32_1,unroll_5,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1,48.25,0.52318913865,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10,681.67578,70,43,0,2,7,cyclic_2_1,block_8_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,13,0.985495496398,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10,1023.42645,68,43,0,2,6,cyclic_2_1,block_8_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,12.75,0.978109989498,False
workload_366.cpp,xczu7ev-ffvc1156-2-e,10,184.49285,87,41,7,9,17,cyclic_2_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_16,pipeline_1,pipeline_1,1,18.5,0.908413788972,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10,170.2591,92,41,7,10,19,cyclic_2_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,1,19.25,0.889693892238,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,513.90363,184,42,13,10,33,cyclic_2_1,block_8_1,cyclic_128_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,24.5,0.81822011965,False
workload_553.cpp,xczu7ev-ffvc1156-2-e,10,112.9449,78,42,7,9,14,cyclic_2_1,block_8_1,cyclic_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,18,0.909903063271,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10,597.78714,71,43,1,3,9,cyclic_2_1,block_8_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_16,unroll_34,pipeline_1,unroll_2,1,14,0.967443375337,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10,171.29205,77,40,7,8,15,cyclic_2_1,cyclic_128_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,1,17.5,0.922361990121,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10,171.29205,82,40,7,8,15,cyclic_2_1,cyclic_128_1,block_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,1,17.5,0.922361990121,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10,1024.34805,72,61,0,2,8,cyclic_2_1,cyclic_128_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,pipeline_1,1,17.75,0.896559587655,False
workload_728.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,95,61,0,3,9,cyclic_2_1,cyclic_128_1,block_128_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_8,1,18.25,0.89922199771,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,10,1164.81234,84,61,0,4,12,cyclic_2_1,cyclic_128_1,block_128_1,pipeline_1,unroll_8,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,1,19.25,0.870616098581,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,107,40,7,8,15,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,1,17.5,0.923628462995,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,106,40,7,8,15,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,2,17.5,0.923628462995,False
workload_640.cpp,xczu7ev-ffvc1156-2-e,10,112.96922,107,40,7,8,15,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_8,unroll_34,pipeline_1,unroll_2,1,17.5,0.923628462995,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10,681.67322,97,61,0,3,9,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_8,unroll_34,pipeline_1,unroll_34,1,18.25,0.89922199771,False
workload_594.cpp,xczu7ev-ffvc1156-2-e,10,677.98682,277,61,0,29,56,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,36.5,0.652626219122,False
workload_494.cpp,xczu7ev-ffvc1156-2-e,10,679.70714,107,61,0,4,13,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_16,pipeline_1,unroll_8,1,19.5,0.877365321467,False
workload_929.cpp,xczu7ev-ffvc1156-2-e,10,1597.8665,103,40,0,1,9,cyclic_2_1,cyclic_128_1,block_32_1,pipeline_1,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,unroll_5,pipeline_1,1,12.5,0.948774929709,False
workload_507.cpp,xczu7ev-ffvc1156-2-e,10,112.97029,108,40,7,9,15,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,pipeline_1,unroll_64,unroll_64,unroll_4,unroll_4,pipeline_1,unroll_8,1,17.75,0.916755002498,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,10,792.35128,78,66,6,6,14,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_8,1,23,0.831479912792,False
workload_764.cpp,xczu7ev-ffvc1156-2-e,10,824.34381,90,66,6,9,19,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,1,25,0.801708767253,False
workload_551.cpp,xczu7ev-ffvc1156-2-e,10,525.04265,116,66,6,9,20,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,1,25.25,0.801392141352,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,525.04265,115,66,6,9,20,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_16,pipeline_1,unroll_8,1,25.25,0.801392141352,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10,525.04265,110.5,66,6,9,20,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_8,2,25.25,0.801392141352,False
workload_801.cpp,xczu7ev-ffvc1156-2-e,10,1597.86697,103,40,0,2,9,cyclic_2_1,cyclic_128_1,block_32_1,unroll_5,pipeline_1,unroll_4,unroll_64,unroll_64,pipeline_1,unroll_4,unroll_5,pipeline_1,1,12.75,0.947800174663,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10,113.04858,99,40,7,8,16,cyclic_2_1,cyclic_128_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_64,unroll_8,unroll_4,pipeline_1,unroll_8,1,17.75,0.916755415075,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,10,171.29205,83,40,7,8,15,cyclic_2_1,cyclic_128_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_8,1,17.5,0.922361990121,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10,171.29205,82,40,7,8,15,cyclic_2_1,cyclic_128_1,block_64_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,3,17.5,0.922361990121,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10,1024.34805,66,61,0,2,8,cyclic_2_1,cyclic_128_1,block_64_1,pipeline_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_8,1,17.75,0.896559587655,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10,171.21142,94,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_8,1,19,0.896431883962,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10,178.3451,97,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_4,pipeline_1,unroll_16,pipeline_1,unroll_8,1,19,0.896414987461,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10,171.21142,98,40,7,10,19,cyclic_2_1,cyclic_128_1,cyclic_128_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,unroll_8,unroll_8,unroll_16,pipeline_1,unroll_2,1,19,0.896431883962,False
